are_you_a_ds,activities
No,<=10%
Yes,10%-20%
Maybe,<=10%
No,<=10%
No,<=10%
No,<=10%
Maybe,<=10%
Yes,<=10%
Maybe,10%-20%
No,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
No,<=10%
No,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
Maybe,10%-20%
Yes,20%-30%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
Yes,20%-30%
No,<=10%
No,<=10%
Yes,20%-30%
Yes,10%-20%
No,10%-20%
Maybe,<=10%
Yes,10%-20%
Yes,10%-20%
No,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,10%-20%
Yes,<=10%
No,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,10%-20%
No,<=10%
Yes,<=10%
Maybe,10%-20%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,10%-20%
Maybe,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Maybe,20%-30%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
No,<=10%
No,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Maybe,10%-20%
No,<=10%
Yes,20%-30%
Maybe,<=10%
Maybe,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
No,10%-20%
No,10%-20%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
No,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,20%-30%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
No,20%-30%
Yes,<=10%
Maybe,10%-20%
No,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,<=10%
No,<=10%
No,<=10%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,40%-50%
No,<=10%
Maybe,<=10%
No,<=10%
No,20%-30%
Yes,10%-20%
Yes,20%-30%
No,<=10%
Maybe,10%-20%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
No,10%-20%
Yes,<=10%
No,<=10%
No,<=10%
No,10%-20%
Yes,<=10%
Yes,10%-20%
Maybe,10%-20%
Maybe,10%-20%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,20%-30%
Maybe,<=10%
No,10%-20%
No,<=10%
No,<=10%
Maybe,<=10%
Maybe,<=10%
No,10%-20%
Yes,30%-40%
No,10%-20%
Maybe,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
Yes,<=10%
No,20%-30%
Maybe,10%-20%
Maybe,<=10%
Maybe,<=10%
No,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
Maybe,<=10%
Yes,10%-20%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,10%-20%
No,10%-20%
Maybe,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
No,<=10%
Maybe,10%-20%
No,<=10%
Yes,<=10%
Yes,<=10%
Maybe,10%-20%
Yes,10%-20%
Yes,<=10%
No,<=10%
Yes,10%-20%
Yes,<=10%
No,<=10%
No,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
Yes,20%-30%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
Yes,20%-30%
No,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
No,10%-20%
No,10%-20%
Yes,<=10%
No,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,10%-20%
No,10%-20%
No,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,20%-30%
Maybe,10%-20%
Yes,10%-20%
Yes,20%-30%
Yes,<=10%
Yes,20%-30%
Maybe,<=10%
Yes,<=10%
Yes,30%-40%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,10%-20%
No,<=10%
Yes,10%-20%
No,<=10%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
No,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
No,10%-20%
No,<=10%
No,<=10%
Yes,20%-30%
Yes,10%-20%
No,<=10%
Yes,<=10%
Maybe,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
No,20%-30%
Maybe,40%-50%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
Maybe,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
No,10%-20%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
No,<=10%
Yes,10%-20%
Yes,10%-20%
Maybe,<=10%
No,<=10%
Maybe,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,10%-20%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
No,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,10%-20%
Maybe,10%-20%
Maybe,10%-20%
Maybe,<=10%
Maybe,10%-20%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
Yes,<=10%
Maybe,<=10%
No,10%-20%
No,30%-40%
No,<=10%
Yes,40%-50%
Yes,10%-20%
Yes,10%-20%
Yes,<=10%
No,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
No,<=10%
Yes,<=10%
Maybe,10%-20%
Yes,10%-20%
No,10%-20%
Maybe,10%-20%
Yes,<=10%
No,<=10%
Yes,10%-20%
No,<=10%
No,<=10%
Yes,10%-20%
Yes,10%-20%
Maybe,<=10%
Yes,50%+
Maybe,<=10%
No,<=10%
No,50%+
Maybe,10%-20%
Yes,<=10%
Yes,20%-30%
Yes,<=10%
No,<=10%
Yes,10%-20%
No,10%-20%
Yes,<=10%
No,<=10%
Yes,10%-20%
Maybe,<=10%
No,10%-20%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,10%-20%
Maybe,10%-20%
Yes,<=10%
No,<=10%
No,10%-20%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
No,<=10%
Maybe,<=10%
No,<=10%
No,<=10%
Yes,20%-30%
No,<=10%
Yes,20%-30%
Yes,<=10%
Maybe,10%-20%
No,<=10%
Yes,<=10%
No,<=10%
No,10%-20%
Maybe,<=10%
Maybe,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
No,<=10%
Maybe,10%-20%
Maybe,10%-20%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Maybe,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,10%-20%
No,10%-20%
Yes,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
Yes,10%-20%
Yes,10%-20%
Yes,10%-20%
Yes,20%-30%
Maybe,<=10%
No,<=10%
Yes,<=10%
Yes,10%-20%
Yes,20%-30%
No,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,10%-20%
Yes,<=10%
No,<=10%
No,20%-30%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
No,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,20%-30%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
No,10%-20%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
No,<=10%
Yes,20%-30%
Yes,<=10%
Yes,<=10%
No,10%-20%
No,10%-20%
Yes,20%-30%
Maybe,10%-20%
Yes,<=10%
Yes,<=10%
No,<=10%
No,10%-20%
Maybe,<=10%
Yes,10%-20%
Yes,20%-30%
Yes,20%-30%
Yes,<=10%
Yes,<=10%
No,<=10%
No,<=10%
Yes,10%-20%
Yes,10%-20%
Yes,10%-20%
Maybe,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
No,<=10%
Yes,10%-20%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Yes,20%-30%
Maybe,20%-30%
Yes,<=10%
No,<=10%
No,10%-20%
Maybe,<=10%
No,30%-40%
No,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
No,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
No,<=10%
Yes,10%-20%
Yes,10%-20%
Maybe,<=10%
Yes,10%-20%
No,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
No,40%-50%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,30%-40%
Yes,<=10%
Maybe,<=10%
No,<=10%
Yes,10%-20%
Yes,20%-30%
Maybe,<=10%
Maybe,<=10%
Yes,10%-20%
Maybe,10%-20%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Maybe,10%-20%
Maybe,<=10%
No,<=10%
Yes,20%-30%
No,10%-20%
Maybe,<=10%
Yes,10%-20%
Yes,<=10%
No,<=10%
Yes,<=10%
Maybe,20%-30%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
No,10%-20%
No,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
Maybe,<=10%
Maybe,10%-20%
Maybe,10%-20%
No,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
No,20%-30%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,10%-20%
No,<=10%
Yes,20%-30%
No,50%+
Yes,<=10%
Maybe,20%-30%
Maybe,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
No,10%-20%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
No,10%-20%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
No,<=10%
Yes,<=10%
Yes,10%-20%
No,<=10%
No,<=10%
Yes,20%-30%
Maybe,10%-20%
Maybe,<=10%
No,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
No,<=10%
Yes,10%-20%
Yes,30%-40%
Maybe,<=10%
Yes,10%-20%
No,<=10%
Yes,<=10%
Maybe,10%-20%
Maybe,<=10%
Maybe,30%-40%
Maybe,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
No,<=10%
Maybe,20%-30%
Yes,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
No,10%-20%
No,<=10%
No,20%-30%
Yes,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,20%-30%
No,<=10%
Yes,<=10%
Yes,<=10%
Maybe,10%-20%
Maybe,10%-20%
Maybe,20%-30%
Yes,<=10%
No,<=10%
Yes,10%-20%
No,<=10%
Yes,<=10%
Maybe,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
No,<=10%
No,<=10%
Yes,<=10%
No,<=10%
No,20%-30%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
No,10%-20%
Yes,<=10%
Maybe,10%-20%
No,<=10%
Yes,20%-30%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,10%-20%
Maybe,<=10%
Maybe,<=10%
No,10%-20%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,20%-30%
Yes,<=10%
Yes,10%-20%
No,10%-20%
No,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,30%-40%
Maybe,<=10%
Yes,20%-30%
Yes,<=10%
Maybe,10%-20%
No,<=10%
No,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Maybe,20%-30%
Yes,<=10%
No,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
No,10%-20%
No,<=10%
Yes,<=10%
Maybe,<=10%
No,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
No,10%-20%
Maybe,<=10%
Yes,<=10%
No,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
No,10%-20%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Yes,30%-40%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Yes,10%-20%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
Maybe,20%-30%
No,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,10%-20%
Yes,<=10%
No,<=10%
Maybe,<=10%
Maybe,10%-20%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
No,<=10%
Yes,10%-20%
Maybe,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,20%-30%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,10%-20%
No,10%-20%
Yes,<=10%
No,10%-20%
Yes,<=10%
Yes,<=10%
No,10%-20%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
Maybe,20%-30%
Yes,<=10%
Maybe,<=10%
Yes,10%-20%
Maybe,<=10%
No,<=10%
No,<=10%
No,<=10%
Maybe,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
No,<=10%
Maybe,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
Yes,20%-30%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
No,10%-20%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,10%-20%
Maybe,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Yes,20%-30%
Yes,<=10%
Yes,20%-30%
No,10%-20%
No,10%-20%
Yes,<=10%
No,<=10%
Yes,<=10%
No,10%-20%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,10%-20%
No,<=10%
Yes,<=10%
Yes,<=10%
Maybe,10%-20%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Yes,20%-30%
Maybe,<=10%
No,<=10%
Yes,10%-20%
No,<=10%
Maybe,<=10%
Yes,20%-30%
Yes,<=10%
No,20%-30%
Yes,<=10%
No,<=10%
No,10%-20%
Yes,<=10%
Maybe,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
No,10%-20%
Maybe,<=10%
Yes,<=10%
No,10%-20%
No,10%-20%
No,<=10%
No,<=10%
Yes,10%-20%
Maybe,10%-20%
No,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,20%-30%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
No,<=10%
No,10%-20%
Yes,10%-20%
Maybe,<=10%
No,<=10%
No,10%-20%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Maybe,10%-20%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
No,20%-30%
Maybe,10%-20%
Yes,<=10%
Yes,<=10%
No,20%-30%
Yes,<=10%
No,<=10%
No,10%-20%
Yes,<=10%
Yes,<=10%
Maybe,10%-20%
Yes,<=10%
Yes,20%-30%
Yes,<=10%
No,<=10%
Yes,20%-30%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
No,10%-20%
No,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
No,10%-20%
Yes,<=10%
Yes,20%-30%
No,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,10%-20%
No,10%-20%
Maybe,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
Maybe,20%-30%
Yes,10%-20%
No,10%-20%
Yes,<=10%
Maybe,10%-20%
No,<=10%
No,20%-30%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,20%-30%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
No,<=10%
Maybe,20%-30%
Yes,<=10%
Maybe,<=10%
Yes,10%-20%
Yes,10%-20%
Yes,10%-20%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,10%-20%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Maybe,<=10%
No,10%-20%
Yes,<=10%
No,<=10%
Yes,10%-20%
No,10%-20%
No,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
No,<=10%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
No,10%-20%
No,20%-30%
Yes,<=10%
Yes,20%-30%
Yes,<=10%
Maybe,<=10%
No,10%-20%
Yes,10%-20%
No,<=10%
Yes,20%-30%
No,<=10%
Yes,<=10%
Maybe,<=10%
Yes,20%-30%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
No,10%-20%
Yes,<=10%
No,<=10%
No,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,20%-30%
Maybe,40%-50%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
Yes,<=10%
No,<=10%
Yes,20%-30%
Maybe,50%+
Yes,10%-20%
Yes,10%-20%
No,<=10%
Yes,20%-30%
Yes,10%-20%
Yes,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,30%-40%
Maybe,<=10%
No,<=10%
Maybe,<=10%
Yes,10%-20%
No,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
No,<=10%
Yes,<=10%
Yes,10%-20%
No,<=10%
Maybe,<=10%
Maybe,30%-40%
Maybe,<=10%
No,<=10%
Yes,<=10%
Yes,10%-20%
No,<=10%
No,<=10%
Maybe,<=10%
No,<=10%
Yes,<=10%
Maybe,20%-30%
Yes,20%-30%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
Yes,20%-30%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
Yes,10%-20%
Yes,<=10%
No,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
No,20%-30%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
No,10%-20%
No,<=10%
Yes,<=10%
No,<=10%
Yes,20%-30%
Maybe,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
No,10%-20%
Yes,20%-30%
Maybe,<=10%
Maybe,<=10%
Maybe,10%-20%
Yes,20%-30%
Yes,<=10%
Maybe,10%-20%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
No,20%-30%
Yes,<=10%
No,40%-50%
Yes,<=10%
No,<=10%
Yes,20%-30%
Maybe,<=10%
Yes,20%-30%
Maybe,10%-20%
No,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
No,10%-20%
No,20%-30%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Maybe,10%-20%
Maybe,20%-30%
Maybe,<=10%
No,<=10%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Yes,20%-30%
No,10%-20%
No,<=10%
No,<=10%
Yes,<=10%
Maybe,20%-30%
Yes,<=10%
No,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Maybe,<=10%
Maybe,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
Maybe,30%-40%
Maybe,<=10%
Maybe,10%-20%
Maybe,<=10%
Maybe,10%-20%
No,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Yes,20%-30%
Yes,<=10%
No,<=10%
Maybe,<=10%
No,<=10%
No,<=10%
No,10%-20%
Yes,<=10%
No,<=10%
No,<=10%
No,<=10%
Yes,20%-30%
No,<=10%
Maybe,10%-20%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,20%-30%
Yes,<=10%
Maybe,20%-30%
No,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,10%-20%
Yes,<=10%
Yes,10%-20%
No,10%-20%
Yes,<=10%
Maybe,<=10%
No,<=10%
No,<=10%
Yes,10%-20%
Yes,<=10%
Maybe,<=10%
Yes,10%-20%
Yes,<=10%
No,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
Maybe,<=10%
No,<=10%
Maybe,10%-20%
No,10%-20%
Maybe,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
No,20%-30%
No,<=10%
Maybe,<=10%
Yes,<=10%
No,10%-20%
No,<=10%
Yes,<=10%
No,<=10%
No,<=10%
No,<=10%
Yes,10%-20%
Yes,20%-30%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
No,10%-20%
Yes,<=10%
Maybe,<=10%
Maybe,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
No,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
No,10%-20%
Yes,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Yes,10%-20%
Yes,<=10%
Yes,50%+
No,<=10%
Yes,10%-20%
Maybe,20%-30%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,20%-30%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,20%-30%
No,10%-20%
Yes,<=10%
Yes,<=10%
No,10%-20%
Yes,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Maybe,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
No,20%-30%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
No,10%-20%
No,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
No,<=10%
No,<=10%
Yes,10%-20%
Yes,10%-20%
Maybe,20%-30%
Yes,10%-20%
No,20%-30%
Yes,<=10%
Yes,<=10%
Maybe,10%-20%
Yes,10%-20%
Yes,10%-20%
Maybe,<=10%
Yes,20%-30%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,20%-30%
Yes,20%-30%
Yes,20%-30%
No,<=10%
Yes,<=10%
No,10%-20%
Yes,<=10%
Yes,10%-20%
Yes,20%-30%
Yes,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Maybe,<=10%
No,<=10%
Yes,10%-20%
Yes,20%-30%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,10%-20%
Yes,40%-50%
Yes,<=10%
Maybe,<=10%
Yes,10%-20%
Maybe,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Maybe,<=10%
No,<=10%
Yes,<=10%
No,20%-30%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
Maybe,<=10%
No,10%-20%
Yes,10%-20%
Yes,10%-20%
No,10%-20%
Yes,<=10%
No,<=10%
Maybe,10%-20%
No,<=10%
Yes,30%-40%
No,10%-20%
Yes,20%-30%
Yes,10%-20%
Maybe,<=10%
No,<=10%
Yes,10%-20%
Yes,10%-20%
Maybe,<=10%
No,10%-20%
No,<=10%
Yes,<=10%
Yes,<=10%
No,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Yes,<=10%
Maybe,<=10%
Yes,<=10%
Yes,10%-20%
No,<=10%
Yes,<=10%
No,10%-20%
Maybe,10%-20%
