are_you_a_ds,industry,datatypes
Maybe,Computers/Technology,Video Data
Maybe,I am a student,Video Data
Yes,I am a student,Video Data
Yes,Academics/Education,Video Data
Yes,I am a student,Video Data
Maybe,Academics/Education,Video Data
Maybe,Computers/Technology,Video Data
Maybe,I am a student,Video Data
Yes,I am a student,Video Data
Maybe,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
Maybe,Other industry,Video Data
No,Online Service/Internet-based Services,Video Data
Yes,Other industry,Video Data
Yes,Academics/Education,Video Data
Yes,Computers/Technology,Video Data
Yes,I am a student,Video Data
Yes,Computers/Technology,Video Data
No,I am a student,Video Data
Yes,Computers/Technology,Video Data
Maybe,Academics/Education,Video Data
Yes,Academics/Education,Video Data
Yes,Academics/Education,Video Data
Yes,Other industry,Video Data
Yes,I am a student,Video Data
Yes,I am a student,Video Data
No,Online Service/Internet-based Services,Video Data
Yes,Computers/Technology,Video Data
Yes,Other industry,Video Data
No,Other industry,Video Data
Yes,I am a student,Video Data
Yes,Online Service/Internet-based Services,Video Data
No,Computers/Technology,Video Data
No,Online Service/Internet-based Services,Video Data
Yes,Computers/Technology,Video Data
Maybe,Academics/Education,Video Data
Yes,I am a student,Video Data
Maybe,Computers/Technology,Video Data
No,Computers/Technology,Video Data
No,Other industry,Video Data
Yes,I am a student,Video Data
Yes,Other industry,Video Data
Yes,Other industry,Video Data
Yes,I am a student,Video Data
Yes,Other industry,Video Data
Maybe,Academics/Education,Video Data
Maybe,Other industry,Video Data
Yes,Computers/Technology,Video Data
Yes,I am a student,Video Data
No,Other industry,Video Data
No,I am a student,Video Data
Yes,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Maybe,Other industry,Video Data
No,Academics/Education,Video Data
Yes,Other industry,Video Data
Yes,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
No,Other industry,Video Data
Yes,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
No,Computers/Technology,Video Data
Yes,I am a student,Video Data
Yes,Other industry,Video Data
No,I am a student,Video Data
Yes,I am a student,Video Data
Yes,Computers/Technology,Video Data
Yes,I am a student,Video Data
No,I am a student,Video Data
Yes,Computers/Technology,Video Data
Maybe,Academics/Education,Video Data
Maybe,I am a student,Video Data
Maybe,Online Service/Internet-based Services,Video Data
Maybe,Academics/Education,Video Data
Maybe,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Maybe,I am a student,Video Data
Yes,I am a student,Video Data
Maybe,I am a student,Video Data
Maybe,I am a student,Video Data
No,Accounting/Finance,Video Data
Yes,Academics/Education,Video Data
Yes,Computers/Technology,Video Data
Maybe,I am a student,Video Data
Yes,Academics/Education,Video Data
Yes,Academics/Education,Video Data
Yes,Other industry,Video Data
Yes,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
Yes,Academics/Education,Video Data
Yes,Computers/Technology,Video Data
Maybe,I am a student,Video Data
No,Computers/Technology,Video Data
Maybe,Other industry,Video Data
Yes,Academics/Education,Video Data
Maybe,I am a student,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Maybe,Academics/Education,Video Data
Yes,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
Yes,Accounting/Finance,Video Data
Maybe,Other industry,Video Data
No,I am a student,Video Data
No,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
Yes,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
Maybe,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
No,Other industry,Video Data
Yes,Academics/Education,Video Data
Yes,Online Service/Internet-based Services,Video Data
Maybe,Other industry,Video Data
Maybe,Other industry,Video Data
Yes,Academics/Education,Video Data
Yes,Academics/Education,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
No,Academics/Education,Video Data
Yes,Other industry,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
No,I am a student,Video Data
Maybe,Other industry,Video Data
Yes,Computers/Technology,Video Data
Yes,Accounting/Finance,Video Data
Yes,Computers/Technology,Video Data
Maybe,Other industry,Video Data
Maybe,Computers/Technology,Video Data
No,I am a student,Video Data
Yes,Computers/Technology,Video Data
Yes,I am a student,Video Data
Maybe,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
No,I am a student,Video Data
Yes,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
No,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,I am a student,Video Data
Yes,I am a student,Video Data
No,Accounting/Finance,Video Data
Maybe,Other industry,Video Data
Maybe,Other industry,Video Data
Yes,Computers/Technology,Video Data
Maybe,Other industry,Video Data
Yes,I am a student,Video Data
Yes,Academics/Education,Video Data
Yes,Academics/Education,Video Data
Maybe,Computers/Technology,Video Data
Maybe,Other industry,Video Data
Maybe,I am a student,Video Data
No,I am a student,Video Data
Yes,Academics/Education,Video Data
Maybe,Other industry,Video Data
Yes,Academics/Education,Video Data
Yes,Computers/Technology,Video Data
Yes,Other industry,Video Data
Maybe,Computers/Technology,Video Data
Yes,I am a student,Video Data
Maybe,I am a student,Video Data
Maybe,Other industry,Video Data
Maybe,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,Other industry,Video Data
No,Computers/Technology,Video Data
No,I am a student,Video Data
Yes,I am a student,Video Data
Yes,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,I am a student,Video Data
Yes,Other industry,Video Data
No,Other industry,Video Data
Yes,Academics/Education,Video Data
No,Academics/Education,Video Data
Yes,Computers/Technology,Video Data
No,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
Maybe,Other industry,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
No,I am a student,Video Data
No,Other industry,Video Data
Yes,Computers/Technology,Video Data
No,I am a student,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
No,Other industry,Video Data
Yes,Academics/Education,Video Data
Maybe,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Maybe,Other industry,Video Data
Maybe,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,Other industry,Video Data
Maybe,Academics/Education,Video Data
Maybe,Other industry,Video Data
No,I am a student,Video Data
Maybe,Academics/Education,Video Data
Yes,Other industry,Video Data
Yes,Computers/Technology,Video Data
Maybe,Academics/Education,Video Data
Yes,I am a student,Video Data
Yes,Other industry,Video Data
Maybe,Computers/Technology,Video Data
Yes,Other industry,Video Data
Yes,I am a student,Video Data
Maybe,I am a student,Video Data
Yes,Other industry,Video Data
Yes,I am a student,Video Data
Yes,Academics/Education,Video Data
Yes,I am a student,Video Data
Maybe,Computers/Technology,Video Data
Yes,Other industry,Video Data
Yes,Accounting/Finance,Video Data
Yes,Computers/Technology,Video Data
Yes,Other industry,Video Data
Yes,Other industry,Video Data
Yes,Computers/Technology,Video Data
No,Academics/Education,Video Data
Yes,Other industry,Video Data
Yes,Online Service/Internet-based Services,Video Data
Yes,Other industry,Video Data
Yes,Academics/Education,Video Data
Maybe,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
Yes,Online Service/Internet-based Services,Video Data
Yes,I am a student,Video Data
Yes,Other industry,Video Data
Yes,Academics/Education,Video Data
Maybe,Academics/Education,Video Data
Maybe,Computers/Technology,Video Data
No,Online Service/Internet-based Services,Video Data
Maybe,Academics/Education,Video Data
Yes,I am a student,Video Data
Yes,Other industry,Video Data
Yes,I am a student,Video Data
No,Computers/Technology,Video Data
Yes,Other industry,Video Data
Yes,Computers/Technology,Video Data
No,I am a student,Video Data
Maybe,Academics/Education,Video Data
Maybe,Academics/Education,Video Data
No,I am a student,Video Data
Maybe,Computers/Technology,Video Data
Maybe,I am a student,Video Data
Yes,Accounting/Finance,Video Data
Yes,I am a student,Video Data
Yes,Other industry,Video Data
Yes,Other industry,Video Data
Yes,Academics/Education,Video Data
Yes,Computers/Technology,Video Data
No,Computers/Technology,Video Data
Maybe,I am a student,Video Data
Maybe,Academics/Education,Video Data
Yes,Other industry,Video Data
Maybe,Other industry,Video Data
No,I am a student,Video Data
Yes,Computers/Technology,Video Data
Maybe,Academics/Education,Video Data
No,Other industry,Video Data
Yes,I am a student,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
No,Accounting/Finance,Video Data
Maybe,Other industry,Video Data
Maybe,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
No,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
No,Other industry,Video Data
Yes,Other industry,Video Data
No,Computers/Technology,Video Data
Yes,Other industry,Video Data
No,Computers/Technology,Video Data
No,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Maybe,Other industry,Video Data
Maybe,Academics/Education,Video Data
Yes,Computers/Technology,Video Data
No,Computers/Technology,Video Data
Yes,Online Service/Internet-based Services,Video Data
Yes,I am a student,Video Data
Yes,Accounting/Finance,Video Data
Yes,Other industry,Video Data
Maybe,Other industry,Video Data
Maybe,I am a student,Video Data
Yes,I am a student,Video Data
Yes,Computers/Technology,Video Data
No,Other industry,Video Data
No,I am a student,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,I am a student,Video Data
Yes,Accounting/Finance,Video Data
Yes,I am a student,Video Data
Yes,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,Other industry,Video Data
Yes,Academics/Education,Video Data
Yes,I am a student,Video Data
Yes,I am a student,Video Data
No,Other industry,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
No,Computers/Technology,Video Data
No,Other industry,Video Data
Maybe,Other industry,Video Data
Maybe,Other industry,Video Data
Yes,I am a student,Video Data
Yes,Other industry,Video Data
No,I am a student,Video Data
Yes,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,Accounting/Finance,Video Data
No,I am a student,Video Data
Yes,Other industry,Video Data
No,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Other industry,Video Data
Yes,Other industry,Video Data
Maybe,Academics/Education,Video Data
No,I am a student,Video Data
Yes,Academics/Education,Video Data
Maybe,Computers/Technology,Video Data
Maybe,Other industry,Video Data
Maybe,I am a student,Video Data
Yes,I am a student,Video Data
Yes,Academics/Education,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,I am a student,Video Data
No,Computers/Technology,Video Data
No,Other industry,Video Data
Yes,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
No,I am a student,Video Data
Maybe,I am a student,Video Data
Yes,I am a student,Video Data
Yes,I am a student,Video Data
No,Other industry,Video Data
Maybe,Academics/Education,Video Data
Yes,I am a student,Video Data
Yes,Academics/Education,Video Data
Maybe,I am a student,Video Data
No,Other industry,Video Data
Maybe,Academics/Education,Video Data
Maybe,Computers/Technology,Video Data
Yes,Other industry,Video Data
Yes,Other industry,Video Data
Yes,I am a student,Video Data
Yes,Online Service/Internet-based Services,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
No,I am a student,Video Data
Yes,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Maybe,I am a student,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
No,Other industry,Video Data
Yes,I am a student,Video Data
Maybe,Computers/Technology,Video Data
Maybe,Computers/Technology,Video Data
Yes,Accounting/Finance,Video Data
Maybe,Computers/Technology,Video Data
Yes,I am a student,Video Data
Yes,Computers/Technology,Video Data
No,Computers/Technology,Video Data
Yes,I am a student,Video Data
Yes,Computers/Technology,Video Data
Yes,Academics/Education,Video Data
Yes,Other industry,Video Data
Yes,Computers/Technology,Video Data
Yes,Computers/Technology,Video Data
Yes,I am a student,Video Data
Yes,Other industry,Video Data
Maybe,Computers/Technology,Video Data
No,Other industry,Video Data
Yes,I am a student,Video Data
Yes,Computers/Technology,Video Data
Yes,I am a student,Video Data
No,Computers/Technology,Video Data
Yes,I am a student,Video Data
Yes,I am a student,Video Data
Maybe,I am a student,Video Data
No,Computers/Technology,Video Data
No,Other industry,Video Data
Maybe,Computers/Technology,Video Data
No,Other industry,Video Data
Yes,Other industry,Video Data
No,Other industry,Video Data
No,I am a student,Video Data
Maybe,Other industry,Video Data
Yes,Computers/Technology,Video Data
Maybe,I am a student,Video Data
